Time,Trigger,LogId,Type,LaneFrom,LaneTo,SimTime,Cycle,Repeat
1315.366,530,522,LaneChange,Lane.hiway.1,Lane.hiway.2,745.4289,4,1
1321.233,535,527,LaneChange,Lane.hiway.2,Lane.hiway.1,751.2955,4,1
1325.034,547,539,LaneChange,Lane.hiway.1,Lane.hiway.2,755.0952,4,1
1328.8,555,547,LaneChange,Lane.hiway.2,Lane.hiway.1,758.8612,4,1
1365.9,567,559,LaneChange,Lane.hiway.1,Lane.hiway.2,795.9596,4,1
1391.034,590,583,LaneChange,Lane.hiway.2,Lane.hiway.1,821.0924,4,1
1415.201,602,595,LaneChange,Lane.hiway.1,Lane.hiway.2,845.2588,4,1
1418.934,610,603,LaneChange,Lane.hiway.2,Lane.hiway.1,848.9918,4,1
1439.634,619,612,LaneChange,Lane.hiway.1,Lane.hiway.2,869.6912,4,1
1442.968,629,622,LaneChange,Lane.hiway.2,Lane.hiway.1,873.0246,4,1
1481.835,654,646,LaneChange,Lane.hiway.1,Lane.hiway.2,903.8177,4,2
1488.452,659,651,LaneChange,Lane.hiway.2,Lane.hiway.1,910.4344,4,2
1493.035,674,666,LaneChange,Lane.hiway.1,Lane.hiway.2,915.01746,4,2
1497.302,686,678,LaneChange,Lane.hiway.2,Lane.hiway.1,919.2845,4,2
1532.869,697,689,LaneChange,Lane.hiway.1,Lane.hiway.2,954.85126,4,2
1558.27,722,715,LaneChange,Lane.hiway.2,Lane.hiway.1,980.25183,4,2
1581.886,734,727,LaneChange,Lane.hiway.1,Lane.hiway.2,1003.86816,4,2
1586.069,744,737,LaneChange,Lane.hiway.2,Lane.hiway.1,1008.0518,4,2
1604.454,749,742,LaneChange,Lane.hiway.1,Lane.hiway.2,1026.4348,4,2
1609.153,757,750,LaneChange,Lane.hiway.2,Lane.hiway.1,1031.135,4,2
1730.256,780,773,LaneChange,Lane.hiway.1,Lane.hiway.2,1100.0681,5,1
1736.689,785,778,LaneChange,Lane.hiway.2,Lane.hiway.1,1106.5026,5,1
1750.906,790,783,LaneChange,Lane.hiway.1,Lane.hiway.2,1120.7184,5,1
1755.322,792,786,LaneChange,Lane.hiway.2,Lane.hiway.1,1125.1346,5,1
1760.905,794,788,LaneChange,Lane.hiway.1,Lane.hiway.2,1130.7181,5,1
1767.989,799,794,LaneChange,Lane.hiway.2,Lane.hiway.1,1137.8008,5,1
1790.389,820,816,LaneChange,Lane.hiway.1,Lane.hiway.2,1160.2029,5,1
1800.623,834,831,LaneChange,Lane.hiway.2,Lane.hiway.1,1170.437,5,1
1813.939,838,835,LaneChange,Lane.hiway.1,Lane.hiway.2,1183.7532,5,1
1819.49,843,840,LaneChange,Lane.hiway.2,Lane.hiway.1,1189.3026,5,1
1837.974,849,846,LaneChange,Lane.hiway.1,Lane.hiway.2,1207.7861,5,1
1841.057,855,852,LaneChange,Lane.hiway.2,Lane.hiway.1,1210.8689,5,1
1922.425,876,874,LaneChange,Lane.hiway.1,Lane.hiway.2,1280.4878,6,1
1927.541,880,878,LaneChange,Lane.hiway.2,Lane.hiway.1,1285.6044,6,1
1936.124,883,882,LaneChange,Lane.hiway.1,Lane.hiway.2,1294.1877,6,1
1944.042,900,897,LaneChange,Lane.hiway.2,Lane.hiway.1,1302.1041,6,1
1978.609,910,907,LaneChange,Lane.hiway.1,Lane.hiway.2,1336.6714,6,1
1982.309,912,909,LaneChange,Lane.hiway.2,Lane.hiway.1,1340.3706,6,1
2020.925,923,922,LaneChange,Lane.hiway.1,Lane.hiway.2,1378.9856,6,1
2025.26,927,926,LaneChange,Lane.hiway.2,Lane.hiway.1,1383.3191,6,1
2046.593,933,932,LaneChange,Lane.hiway.1,Lane.hiway.2,1404.6519,6,1
2091.91,960,963,LaneChange,Lane.hiway.1,Lane.hiway.2,1441.8901,6,2
2096.011,963,966,LaneChange,Lane.hiway.2,Lane.hiway.1,1445.9895,6,2
2105.027,966,970,LaneChange,Lane.hiway.1,Lane.hiway.2,1455.0045,6,2
2113.811,982,987,LaneChange,Lane.hiway.2,Lane.hiway.1,1463.7876,6,2
2148.195,992,997,LaneChange,Lane.hiway.1,Lane.hiway.2,1498.1698,6,2
2152.261,996,1001,LaneChange,Lane.hiway.2,Lane.hiway.1,1502.2366,6,2
2190.228,1006,1013,LaneChange,Lane.hiway.1,Lane.hiway.2,1540.203,6,2
2194.894,1010,1017,LaneChange,Lane.hiway.2,Lane.hiway.1,1544.8695,6,2
2215.811,1016,1023,LaneChange,Lane.hiway.1,Lane.hiway.2,1565.7867,6,2
2260.529,1048,1056,LaneChange,Lane.hiway.1,Lane.hiway.2,1602.4083,6,3
2265.312,1052,1060,LaneChange,Lane.hiway.2,Lane.hiway.1,1607.191,6,3
2274.329,1054,1063,LaneChange,Lane.hiway.1,Lane.hiway.2,1616.2067,6,3
2285.212,1067,1077,LaneChange,Lane.hiway.2,Lane.hiway.1,1627.0908,6,3
2318.546,1076,1086,LaneChange,Lane.hiway.1,Lane.hiway.2,1660.4254,6,3
2322.713,1081,1092,LaneChange,Lane.hiway.2,Lane.hiway.1,1664.5918,6,3
2360.364,1093,1105,LaneChange,Lane.hiway.1,Lane.hiway.2,1702.2438,6,3
2364.747,1096,1108,LaneChange,Lane.hiway.2,Lane.hiway.1,1706.6271,6,3
2386.43,1103,1115,LaneChange,Lane.hiway.1,Lane.hiway.2,1728.31,6,3
2432.365,1136,1150,LaneChange,Lane.hiway.1,Lane.hiway.2,1766.143,6,4
2436.248,1140,1154,LaneChange,Lane.hiway.2,Lane.hiway.1,1770.0261,6,4
2449.815,1146,1162,LaneChange,Lane.hiway.1,Lane.hiway.2,1783.5936,6,4
2456.848,1155,1169,LaneChange,Lane.hiway.2,Lane.hiway.1,1790.6267,6,4
2488.932,1165,1179,LaneChange,Lane.hiway.1,Lane.hiway.2,1822.709,6,4
2494.398,1169,1185,LaneChange,Lane.hiway.2,Lane.hiway.1,1828.1758,6,4
2530.966,1179,1195,LaneChange,Lane.hiway.1,Lane.hiway.2,1864.7449,6,4
2535.449,1183,1199,LaneChange,Lane.hiway.2,Lane.hiway.1,1869.2279,6,4
2556.549,1189,1205,LaneChange,Lane.hiway.1,Lane.hiway.2,1890.3285,6,4
2603.2,1223,1241,LaneChange,Lane.hiway.1,Lane.hiway.2,1928.8927,6,5
2606.85,1226,1244,LaneChange,Lane.hiway.2,Lane.hiway.1,1932.5419,6,5
2616.3,1229,1248,LaneChange,Lane.hiway.1,Lane.hiway.2,1941.9928,6,5
2624.093,1248,1268,LaneChange,Lane.hiway.2,Lane.hiway.1,1949.7764,6,5
2670.651,1270,1292,LaneChange,Lane.hiway.1,Lane.hiway.2,1996.3422,6,5
2678.501,1282,1303,LaneChange,Lane.hiway.2,Lane.hiway.1,2004.1932,6,5
2705.802,1290,1311,LaneChange,Lane.hiway.1,Lane.hiway.2,2031.4929,6,5
2714.818,1297,1318,LaneChange,Lane.hiway.2,Lane.hiway.1,2040.5101,6,5
2732.652,1304,1325,LaneChange,Lane.hiway.1,Lane.hiway.2,2058.3293,6,5
2746.835,1320,1344,LaneChange,Lane.hiway.2,Lane.hiway.1,2072.4934,6,5
2865.421,1339,1364,LaneChange,Lane.hiway.1,Lane.hiway.2,2123.2173,7,1
2872.737,1343,1368,LaneChange,Lane.hiway.2,Lane.hiway.1,2130.526,7,1
2885.204,1348,1373,LaneChange,Lane.hiway.1,Lane.hiway.2,2142.9783,7,1
2890.17,1350,1376,LaneChange,Lane.hiway.2,Lane.hiway.1,2147.9414,7,1
2895.77,1355,1381,LaneChange,Lane.hiway.1,Lane.hiway.2,2153.5337,7,1
2903.621,1357,1384,LaneChange,Lane.hiway.2,Lane.hiway.1,2161.3728,7,1
2928.271,1373,1401,LaneChange,Lane.hiway.1,Lane.hiway.2,2185.9941,7,1
2939.488,1388,1417,LaneChange,Lane.hiway.2,Lane.hiway.1,2197.1938,7,1
2953.072,1392,1421,LaneChange,Lane.hiway.1,Lane.hiway.2,2210.7563,7,1
2960.171,1397,1426,LaneChange,Lane.hiway.2,Lane.hiway.1,2217.8462,7,1
3028.806,1445,1474,LaneChange,Lane.hiway.1,Lane.hiway.2,2278.3025,7,2
3035.989,1449,1478,LaneChange,Lane.hiway.2,Lane.hiway.1,2285.479,7,2
3048.789,1454,1483,LaneChange,Lane.hiway.1,Lane.hiway.2,2298.2668,7,2
3055.756,1459,1489,LaneChange,Lane.hiway.2,Lane.hiway.1,2305.2266,7,2
3061.206,1461,1492,LaneChange,Lane.hiway.1,Lane.hiway.2,2310.6704,7,2
3068.473,1465,1496,LaneChange,Lane.hiway.2,Lane.hiway.1,2317.9302,7,2
3088.656,1476,1508,LaneChange,Lane.hiway.1,Lane.hiway.2,2338.0952,7,2
3101.64,1490,1521,LaneChange,Lane.hiway.2,Lane.hiway.1,2351.0635,7,2
3112.657,1493,1524,LaneChange,Lane.hiway.1,Lane.hiway.2,2362.0688,7,2
3119.657,1499,1530,LaneChange,Lane.hiway.2,Lane.hiway.1,2369.0613,7,2
3141.273,1518,1550,LaneChange,Lane.hiway.1,Lane.hiway.2,2390.651,7,2
3186.524,1547,1579,LaneChange,Lane.hiway.1,Lane.hiway.2,2427.7593,7,3
3195.224,1552,1584,LaneChange,Lane.hiway.2,Lane.hiway.1,2436.446,7,3
3208.074,1558,1590,LaneChange,Lane.hiway.1,Lane.hiway.2,2449.2852,7,3
3217.592,1563,1596,LaneChange,Lane.hiway.2,Lane.hiway.1,2458.7773,7,3
3222.775,1565,1598,LaneChange,Lane.hiway.1,Lane.hiway.2,2463.9543,7,3
3234.242,1569,1603,LaneChange,Lane.hiway.2,Lane.hiway.1,2475.4006,7,3
3247.425,1578,1613,LaneChange,Lane.hiway.1,Lane.hiway.2,2488.5642,7,3
3263.742,1601,1637,LaneChange,Lane.hiway.2,Lane.hiway.1,2504.856,7,3
3279.808,1606,1642,LaneChange,Lane.hiway.1,Lane.hiway.2,2520.9001,7,3
3286.793,1611,1647,LaneChange,Lane.hiway.2,Lane.hiway.1,2527.8716,7,3
3302.26,1627,1664,LaneChange,Lane.hiway.1,Lane.hiway.2,2543.3174,7,3
3306.693,1637,1674,LaneChange,Lane.hiway.2,Lane.hiway.1,2547.7437,7,3
3380.743,1657,1694,LaneChange,Lane.hiway.1,Lane.hiway.2,2613.3848,8,1
3385.876,1661,1698,LaneChange,Lane.hiway.2,Lane.hiway.1,2618.5142,8,1
3395.01,1666,1702,LaneChange,Lane.hiway.1,Lane.hiway.2,2627.6353,8,1
3404.027,1676,1713,LaneChange,Lane.hiway.2,Lane.hiway.1,2636.6428,8,1
3442.328,1695,1732,LaneChange,Lane.hiway.1,Lane.hiway.2,2674.8896,8,1
3451.861,1709,1748,LaneChange,Lane.hiway.2,Lane.hiway.1,2684.4062,8,1
3482.978,1718,1757,LaneChange,Lane.hiway.1,Lane.hiway.2,2715.4685,8,1
3488.395,1722,1761,LaneChange,Lane.hiway.2,Lane.hiway.1,2720.8796,8,1
3508.295,1728,1767,LaneChange,Lane.hiway.1,Lane.hiway.2,2740.751,8,1
3555.262,1758,1799,LaneChange,Lane.hiway.1,Lane.hiway.2,2779.5745,8,2
3559.412,1761,1802,LaneChange,Lane.hiway.2,Lane.hiway.1,2783.718,8,2
3569.146,1764,1806,LaneChange,Lane.hiway.1,Lane.hiway.2,2793.4382,8,2
3579.229,1784,1827,LaneChange,Lane.hiway.2,Lane.hiway.1,2803.5056,8,2
3612.146,1795,1837,LaneChange,Lane.hiway.1,Lane.hiway.2,2836.3777,8,2
3616.297,1799,1841,LaneChange,Lane.hiway.2,Lane.hiway.1,2840.5212,8,2
3652.964,1809,1853,LaneChange,Lane.hiway.1,Lane.hiway.2,2877.1406,8,2
3659.314,1817,1861,LaneChange,Lane.hiway.2,Lane.hiway.1,2883.4834,8,2
3678.897,1823,1867,LaneChange,Lane.hiway.1,Lane.hiway.2,2903.0366,8,2
3694.081,1849,1896,LaneChange,Lane.hiway.2,Lane.hiway.1,2918.1956,8,2
