0054,-835
0107,1090
0112,95
0133,580
0136,-1160
0194,270
0433,225
0621,-1980
0739,-985
1190,865
1234,650
1532,-1320
1540,-1125
1886,515
1908,-345
2007,410
2480,280
2751,-720
2752,-360
2864,-1225
2887,-720
2991,20
3144,5
3187,530
3239,-10
3466,595
4155,10
4323,-980
4482,335
5667,-1575
5692,-65
6195,450
6342,350
7201,-630
7245,10
7304,95
7641,-615
8372,-625
9318,30
9529,265
9942,170
